course,section,relative_path,ext,size_bytes,pdf_pages,ocr_used,text_words,token_count,has_text,top_tokens,topics
linear,(root),START_HERE.txt,.txt,12490,,False,998,742,True,analysis;theorems;study;theorem;proof;you;day;time;moed;exam,מערכות_לינאריות;דטרמיננטות;גרעין_ותמונה;בסיס_וממד;הפיכות;מרחבים_לינאריים
linear,(root),cheatsheet.py,.py,25661,,False,2207,1807,True,self;line;block;gap;labeled;size;dim;color;bullet;text,מערכות_לינאריות;גרעין_ותמונה;מרחבים_לינאריים;דטרמיננטות;בסיס_וממד
linear,(root),cheatsheet_v2.py,.py,21431,,False,2013,1504,True,self;title;line;dim;gap;color;section;הגדרה;text;rank,מערכות_לינאריות;גרעין_ותמונה;מרחבים_לינאריים;דטרמיננטות;בסיס_וממד
linear,hw,hw/Ex1_Lin_Alg_1_2025-2026_sol.pdf,.pdf,71128,4,False,2274,717,True,points;solution;there;inverse;let;hint;prove;field;you;multiplication,הפיכות
linear,hw,hw/LA1_2024-25_Homework_6_Solution.pdf,.pdf,64780,5,False,2980,611,True,linearly;independent;let;span;solution;such;points;vectors;suppose;thus,מרחבים_לינאריים;בסיס_וממד;מערכות_לינאריות;גרעין_ותמונה;הפיכות
linear,hw,hw/LA1_2025-26_Homework_10_Solutions.pdf,.pdf,58474,4,False,1798,542,True,solution;points;invertible;let;aat;prove;there;atr;suppose;system,מערכות_לינאריות;הפיכות;גרעין_ותמונה;בסיס_וממד
linear,hw,hw/LA1_2025-26_Homework_11_Solutions.pdf,.pdf,66272,5,False,2250,468,True,det;row;let;points;solution;determinant;multilinear;prove;alternating;matrix,דטרמיננטות;מערכות_לינאריות;גרעין_ותמונה;הפיכות;מרחבים_לינאריים
linear,hw,hw/LA1_2025-26_Homework_12_Solutions.pdf,.pdf,64364,9,False,3290,602,True,det;matrix;determinant;points;solution;column;case;induction;let;compute,דטרמיננטות;גרעין_ותמונה;מערכות_לינאריות
linear,hw,hw/LA1_2025-26_Homework_8_Solutions.pdf,.pdf,68503,5,False,2747,507,True,dim;let;points;solution;span;first;matrices;prove;every;compute,מרחבים_לינאריים;בסיס_וממד;גרעין_ותמונה;מערכות_לינאריות
linear,hw,hw/LA1_2025-26_Homework_9_Solutions.pdf,.pdf,72585,7,False,3813,867,True,invertible;points;solution;matrix;left;let;there;exists;prove;every,הפיכות;מערכות_לינאריות;גרעין_ותמונה;מרחבים_לינאריים
linear,hw,hw/Lin_Alg_I_2025-2026_Homework_2_Solutions.pdf,.pdf,62398,5,False,2148,569,True,points;solution;mod;first;there;defined;field;zero;divisors;which,הפיכות;מערכות_לינאריות
linear,hw,hw/Lin_Alg_I_2025-2026_Homework_3_Solutions.pdf,.pdf,74686,7,False,3898,860,True,system;solution;mod;points;which;solutions;linear;variables;number;consider,מערכות_לינאריות;גרעין_ותמונה;הפיכות;דטרמיננטות
linear,hw,hw/Lin_Alg_I_2025-2026_Homework_4_Solutions.pdf,.pdf,67064,5,False,2989,759,True,let;points;vector;def;solution;prove;space;closed;note;such,מרחבים_לינאריים;הפיכות;מערכות_לינאריות
linear,hw,hw/Lin_Alg_I_2025-2026_Homework_5_Solutions.pdf,.pdf,58357,4,False,2125,392,True,span;points;vector;solution;let;set;space;prove;thus;suppose,מרחבים_לינאריים;הפיכות;מערכות_לינאריות;גרעין_ותמונה
linear,hw,hw/Linear_Algebra_1 (1).pdf,.pdf,80995,6,False,4412,1030,True,dim;span;linearly;independent;let;solution;points;therefore;such;vector,מרחבים_לינאריים;בסיס_וממד;מערכות_לינאריות;גרעין_ותמונה
linear,(root),implication_trees.pdf,.pdf,70662,5,False,652,409,True,dim;det;rank;בסיס;מרחב;ker;בת;וקטורים;ממד;lambda,דטרמיננטות;מערכות_לינאריות;מרחבים_לינאריים;גרעין_ותמונה
linear,(root),liner-summary.pdf,.pdf,580697,3,False,889,549,True,det;dim;rank;הגדרה;משפט;בת;שורה;הפיכה;מרחב;בסיס,דטרמיננטות;מערכות_לינאריות;גרעין_ותמונה;מרחבים_לינאריים
linear,(root),moed_b_analysis.pdf,.pdf,81398,2,False,511,286,True,שאלה;det;הפיכה;אלכסונית;הוכחה;מועד;תת;מרחבים;סביר;במועד,דטרמיננטות;מערכות_לינאריות;גרעין_ותמונה
linear,(root),proofs.py,.py,24860,,False,2401,1675,True,line;proof;self;spacer;math;title;box;theorem;page;qed,מרחבים_לינאריים;הפיכות;מערכות_לינאריות
linear,quiz,quiz/.DS_Store,,6148,,False,0,0,False,,
linear,quiz,quiz/LA_Quiz2_group3_2026_solution.pdf,.pdf,59880,2,False,709,169,True,solution;let;any;every;span;vectors;linearly;dependent;such;system,מרחבים_לינאריים;מערכות_לינאריות
linear,quiz,quiz/LA_Quiz3_group1_2026_eng.pdf,.pdf,52280,1,False,446,160,True,dim;let;independent;solution;matrix;linearly;any;you;must;every,בסיס_וממד;מרחבים_לינאריים
linear,quiz,quiz/LA_Quiz3_group1_2026_solution.pdf,.pdf,52256,1,False,443,158,True,dim;let;independent;solution;every;matrix;linearly;any;you;must,בסיס_וממד;מרחבים_לינאריים
linear,quiz,quiz/LA_Quiz3_group2_2026_solution.pdf,.pdf,51548,1,False,380,194,True,row;invertible;must;there;such;solution;any;you;every;let,גרעין_ותמונה;מערכות_לינאריות;הפיכות;מרחבים_לינאריים
linear,quiz,quiz/LA_Quiz3_group3_2026_solution.pdf,.pdf,51748,1,False,327,154,True,invertible;solution;let;any;you;must;write;points;following;there,הפיכות;מרחבים_לינאריים
linear,(root),solution_templates_book.pdf,.pdf,96165,14,False,6698,4097,True,step;alpha;det;dim;lambda;contradiction;rank;row;find;basis,מרחבים_לינאריים;מערכות_לינאריות;גרעין_ותמונה;דטרמיננטות;בסיס_וממד;הפיכות
linear,(root),solution_templates_book_HEB.pdf,.pdf,99773,12,False,5668,3968,True,שלב;det;dim;alpha;lambda;span;בסיס;rank;כשצריך;מרחב,דטרמיננטות;מרחבים_לינאריים;מערכות_לינאריות;גרעין_ותמונה
linear,(root),summary_no_det.py,.py,40893,,False,4702,3593,True,draw;margin;right;text;rtl;size;font;label;bold;green,מרחבים_לינאריים;מערכות_לינאריות;גרעין_ותמונה;בסיס_וממד;הפיכות;דטרמיננטות
linear,(root),דף משפטים - לינארית .pdf,.pdf,13174284,24,False,3563,1268,True,goes;row;aemn;etc;ask;span;gow;ftp;rein;mnf,מערכות_לינאריות;גרעין_ותמונה;מרחבים_לינאריים;דטרמיננטות
linear,(root),מיקוד_6_משפטים_מועד_ב.pdf,.pdf,33996,7,False,1325,999,True,det;בת;ranka;בסיס;הוכח;הפיכה;אחד;פורשים;הוכחה;במועד,מערכות_לינאריות;דטרמיננטות;גרעין_ותמונה;מרחבים_לינאריים;בסיס_וממד;הפיכות
linear,(root),סיכום לינארית 1.pdf,.pdf,13677891,49,False,5964,2025,True,ins;vin;god;good;mulf;don;bon;dis;fin;doe,מערכות_לינאריות;מרחבים_לינאריים;גרעין_ותמונה;דטרמיננטות;בסיס_וממד;הפיכות
linear,(root),סיכום_לינארית1_לפי_נושאים.md,.md,29049,,False,3735,2080,True,מרחב;משפט;span;הפיכה;יש;תת;dim;אז;בת;לכל,מרחבים_לינאריים;מערכות_לינאריות;דטרמיננטות;גרעין_ותמונה;בסיס_וממד;הפיכות
linear,(root),סיכום_לינארית1_לפי_נושאים.pdf,.pdf,65176,18,False,3596,2082,True,מרחב;משפט;span;הפיכה;יש;תת;dim;אז;בת;לכל,מרחבים_לינאריים;מערכות_לינאריות;דטרמיננטות;גרעין_ותמונה;בסיס_וממד;הפיכות
linear,(root),צ'קליסט_משפטים_לינארית1.pdf,.pdf,89086,11,False,1719,1120,True,משפט;הגדרה;מסקנה;הפיכה;בת;משפטים;ranka;delta;הגדרות;span,מערכות_לינאריות;מרחבים_לינאריים;דטרמיננטות;גרעין_ותמונה;בסיס_וממד;הפיכות
discrete,(root),.DS_Store,,6148,,False,0,0,False,,
discrete,12+13,12+13/××¨×¦×× 12 - ×××¨× 2.pdf,.pdf,819694,14,False,1931,777,True,שקילות;יחס;מהגדרת;יחסי;שרון;הרצאה;גל;יהי;מחלקות;השקילות,יחסים_וסדר;פונקציות;קבוצות
discrete,12+13,12+13/××¨×¦×× 13 - ×××¨× 1-2.pdf,.pdf,941299,21,False,2463,1316,True,סדר;יחס;יחסי;מינימום;הרצאה;שרון;גל;שרשרת;אנטי;קבוצה,יחסים_וסדר;פונקציות
discrete,LOG,LOG/Screenshot 2026-01-31 at 17.12.58.png,.png,28994,,False,0,0,False,,
discrete,hw,hw/2025_ex07_solution.pdf,.pdf,148262,4,False,1773,859,True,ב־;יש;אפשרויות;ללא;שארית;מתחלק;קבוצה;לכן;טבעי;מתקיים,קבוצות;אינדוקציה;יחסים_וסדר;פונקציות
discrete,hw,hw/2025_ex08_solution.pdf,.pdf,122248,3,False,1594,1041,True,יש;כדורים;אפשרויות;אחד;ב־;ו־;לכן;נקבל;כלומר;תאים,פונקציות;יחסים_וסדר;קבוצות
discrete,hw,hw/2025_ex09_solution.pdf,.pdf,140795,3,False,1393,561,True,נקבל;לפי;נבחר;ל־;יש;המקדם;הוכיחו;בדרך;מתקיים;עגבניות,יחסים_וסדר;אינדוקציה;פונקציות
discrete,hw,hw/2025_ex10_solution.pdf,.pdf,39927,3,False,1248,546,True,נקבל;מרובה;לפי;תלמידים;בחירה;לכל;מתקיים;מנוסחת;נרצה;בכיתה,קבוצות;יחסים_וסדר;פונקציות
discrete,hw,hw/2025_ex11_solution.pdf,.pdf,35709,3,False,1273,733,True,איברים;רפלקסיבי;אנטי;ולכן;יונים;מהגדרת;וגם;קיים;לכן;סימטרי,פונקציות;יחסים_וסדר
discrete,hw,hw/2025_ex13_solution.pdf,.pdf,38756,3,False,1436,625,True,בגלל;לכן;אז;יחס;קבוצות;סדר;מהגדרת;שקילות;len;יהי,יחסים_וסדר;קבוצות;פונקציות
discrete,hw,hw/2025_ex1_full_solutions.pdf,.pdf,289139,6,False,1003,461,True,לפי;שלם;כלומר;טענה;שקר;נניח;מתקיים;הוכחה;נבחר;קיים,יחסים_וסדר;פונקציות;לוגיקה_וכמתים
discrete,hw,hw/2025_ex2_full_solutions.pdf,.pdf,322450,5,False,1119,466,True,זוגי;הוכחה;אי;הדיון;שלמים;נבחר;המספרים;שלילת;פתרון;אז,פונקציות;לוגיקה_וכמתים
discrete,hw,hw/2025_ex3_full_solutions.pdf,.pdf,347455,6,False,1267,314,True,מהגדרת;לכן;נניח;אז;מתקיים;וגם;הפרש;נוכיח;קבוצות;הוכחה,קבוצות
discrete,hw,hw/2025_ex4_full_solution.pdf,.pdf,311232,6,False,1213,363,True,מהגדרת;נניח;קרטזית;מכפלה;קבוצות;נוכיח;לכן;הוכחה;וגם;משלים,קבוצות
discrete,hw,hw/2025_ex5_full_solutions.pdf,.pdf,412959,6,False,1336,459,True,חח;לכן;מתקיים;הפונקציה;נניח;נבחר;נוכיח;קיים;אינה;מהגדרת,פונקציות;קבוצות
discrete,hw,hw/2025_ex6_full_solution.pdf,.pdf,377311,5,False,1426,500,True,חח;לכל;מתקיים;פונקציות;פונקציה;לכן;אז;תהי;שתי;נוכיח,פונקציות;קבוצות;יחסים_וסדר
discrete,lecture,lecture/ הרצאה 7.pdf,.pdf,2275577,35,False,3682,2094,True,אפשרויות;יש;הרצאה;שרון;גל;הטענה;האינדוקציה;חזרות;אינדוקציה;נכונות,אינדוקציה;פונקציות;יחסים_וסדר;קבוצות
discrete,lecture,lecture/1.pdf,.pdf,1030047,31,False,3148,1909,True,שרון;גל;הרצאה;לוגיקה;וגם;מתחלק;טענה;ניתן;דוגמה;אמת,יחסים_וסדר;פונקציות;לוגיקה_וכמתים;קבוצות
discrete,lecture,lecture/10.pdf,.pdf,2177262,28,False,3072,1212,True,הרצאה;שרון;גל;קומבינטוריקה;נספר;במקומו;יש;כמה;אחת;מספרים,יחסים_וסדר;קבוצות;פונקציות
discrete,lecture,lecture/8.pdf,.pdf,1428583,19,False,2406,1353,True,יש;חזרות;הרצאה;שרון;גל;מספר;קומבינטוריקה;בחירה;ניתן;ים,יחסים_וסדר;פונקציות;קבוצות
discrete,lecture,lecture/9.pdf,.pdf,1238039,17,False,1909,867,True,הרצאה;שרון;גל;קומבינטוריקה;לפי;נבחר;נפריד;מתוך;יש;אחד,קבוצות;פונקציות;אינדוקציה;יחסים_וסדר
discrete,lecture,lecture/הרצאה 1 - לפני.pdf,.pdf,1979075,33,False,2932,1835,True,שרון;גל;הרצאה;לוגיקה;מתחלק;אמת;נניח;טענה;נוכיח;יש,יחסים_וסדר;פונקציות;לוגיקה_וכמתים;קבוצות
discrete,lecture,lecture/הרצאה 11 - אחרי 1.pdf,.pdf,1477556,20,False,2456,1260,True,סימטרי;אנטי;הרצאה;שרון;גל;יש;יחס;עש;רפלקסיבי;יחסים,פונקציות;קבוצות
discrete,lecture,lecture/הרצאה 2 -.pdf,.pdf,2258515,23,False,2305,1327,True,הרצאה;שרון;גל;לוגיקה;נוכיח;בעולם;נניח;נאות;כלל;הדיון,לוגיקה_וכמתים;יחסים_וסדר;פונקציות;קבוצות
discrete,lecture,lecture/הרצאה 3 .pdf,.pdf,1834122,31,False,2670,1143,True,הקבוצות;הרצאה;תורת;שרון;גל;קבוצות;קבוצה;הכלה;הקבוצה;הוכחה,קבוצות;פונקציות;יחסים_וסדר
discrete,lecture,lecture/הרצאה 4 - אחרי 2.pdf,.pdf,1853718,20,False,2470,947,True,הקבוצות;תורת;הרצאה;שרון;גל;קבוצות;קבוצת;הגדרת;תרגיל;מתקיים,קבוצות;יחסים_וסדר;פונקציות
discrete,lecture,lecture/הרצאה 5 - אחרי 1.pdf,.pdf,1835368,21,False,2248,978,True,פונקציה;פונקציות;חח;הרצאה;שרון;גל;מלאה;האם;איבר;הפונקציה,פונקציות;קבוצות;יחסים_וסדר
discrete,lecture,lecture/הרצאה 6 - אחרי 2.pdf,.pdf,1908919,25,False,3496,1300,True,פונקציות;הפיכה;שרון;גל;חח;הרצאה;הופכית;תהיינה;משפט;מלאה,פונקציות;קבוצות;יחסים_וסדר;אינדוקציה
discrete,past-exams,past-exams/.DS_Store,,8196,,False,0,0,False,,
discrete,past-exams,past-exams/2019_moed_b_en_solution.pdf,.pdf,579361,6,False,656,228,True,there;length;since;therefore;exists;anti;symmetric;but;can;options,קומבינטוריקה;אינדוקציה;פונקציות;יחסים_וסדר;קבוצות
discrete,past-exams,past-exams/2020_moed_b_en_solution.pdf,.pdf,171312,9,False,1925,832,True,set;question;points;write;let;definition;your;you;there;which,קבוצות;יחסים_וסדר;קומבינטוריקה;פונקציות;לוגיקה_וכמתים
discrete,past-exams,past-exams/2021_moed_a_en_solution.pdf,.pdf,548625,10,False,2066,746,True,question;points;your;invertible;let;elements;prove;there;function;relation,פונקציות;יחסים_וסדר;קבוצות;קומבינטוריקה;לוגיקה_וכמתים;אינדוקציה
discrete,past-exams,past-exams/2021_moed_b_en_sol.pdf,.pdf,465362,10,False,2134,836,True,question;points;there;which;such;your;different;class;all;use,פונקציות;יחסים_וסדר;קומבינטוריקה;קבוצות;לוגיקה_וכמתים
discrete,past-exams,past-exams/2022_moed_a_en_sol.pdf,.pdf,422038,11,False,1832,686,True,question;points;write;let;there;your;set;relation;prove;questions,יחסים_וסדר;קבוצות;קומבינטוריקה;פונקציות;לוגיקה_וכמתים
discrete,past-exams,past-exams/2022_moed_b_en_sol.pdf,.pdf,395622,10,False,1749,610,True,question;points;there;such;your;hence;let;questions;write;tautology,יחסים_וסדר;לוגיקה_וכמתים;קבוצות;קומבינטוריקה;פונקציות;אינדוקציה
discrete,past-exams,past-exams/2023_moed_b_he_solution.pdf,.pdf,302397,11,False,1516,663,True,נקודות;שאלה;לכל;יש;הטענה;תהי;כתבו;כלומר;ין;אפרול,פונקציות;יחסים_וסדר;קבוצות;אינדוקציה;לוגיקה_וכמתים
discrete,past-exams,past-exams/2024_moed_a_en_solution.pdf,.pdf,323642,14,False,1791,667,True,points;question;number;let;get;questions;write;can;your;right,יחסים_וסדר;קבוצות;פונקציות;אינדוקציה;קומבינטוריקה;לוגיקה_וכמתים
discrete,past-exams,past-exams/2024_moed_b_en-solution.pdf,.pdf,465599,13,False,1806,724,True,relation;question;points;since;number;write;set;your;runner;shirt,יחסים_וסדר;קבוצות;פונקציות;אינדוקציה;קומבינטוריקה;לוגיקה_וכמתים
discrete,past-exams,past-exams/2024_moed_b_he_solution.pdf,.pdf,304613,13,False,1535,644,True,יחס;נקודות;שאלה;בחולצה;סדר;יש;קיימים;כתבו;חח;ידוע,יחסים_וסדר;פונקציות;אינדוקציה;קבוצות;לוגיקה_וכמתים
discrete,past-exams,past-exams/2025_ex1_full_solutions.pdf,.pdf,289139,6,False,1003,461,True,לפי;שלם;כלומר;טענה;שקר;נניח;מתקיים;הוכחה;נבחר;קיים,יחסים_וסדר;פונקציות;לוגיקה_וכמתים
discrete,past-exams,past-exams/2025_moed_b_en_sol.pdf,.pdf,474028,11,False,1449,570,True,points;question;write;set;all;let;get;your;given;digits,קבוצות;יחסים_וסדר;קומבינטוריקה;פונקציות;לוגיקה_וכמתים
discrete,past-exams,past-exams/INDEX.md,.md,5368,,False,786,492,True,pdf;questions;pages;set;question;complete;category;function;exam;index,יחסים_וסדר;פונקציות;קבוצות;קומבינטוריקה;אינדוקציה
discrete,past-exams,past-exams/README.md,.md,3219,,False,444,308,True,questions;question;set;function;exam;pdf;step;solution;lectures;power,יחסים_וסדר;פונקציות;קבוצות;קומבינטוריקה;אינדוקציה
discrete,past-exams,past-exams/סיכום_בדידה.pdf,.pdf,44104,9,False,1407,842,True,הרצאה;טיפים;זהב;סדר;שקילות;לכל;יחס;page;חח;קיים,יחסים_וסדר;פונקציות;קבוצות;אינדוקציה;לוגיקה_וכמתים
discrete,past-exams,past-exams/שאלות_פתוחות_בדידה.pdf,.pdf,59738,35,False,3095,1271,True,since;prove;injective;therefore;let;source;lecture;solution;invertible;need,פונקציות;יחסים_וסדר;קבוצות;קומבינטוריקה;אינדוקציה;לוגיקה_וכמתים
discrete,question-per-topic,question-per-topic/answers per topic.pdf,.pdf,2939486,49,False,213,186,True,שבוע;מניה;תחשיבי;קבוצות;פונקציה;תכונות;עקרון;אפשרויות;יחסים;מיוחדים,קבוצות;פונקציות;יחסים_וסדר;לוגיקה_וכמתים;אינדוקציה;קומבינטוריקה
discrete,(root),ניתוח_שאלות_פתוחות_למועד_ב.md,.md,9853,,False,1220,689,True,שקילות;אינדוקציה;חח;סדר;האסה;מה;פונקציות;יחסים;matching;פעמים,פונקציות;יחסים_וסדר;אינדוקציה;קומבינטוריקה;קבוצות
discrete,(root),סיכום_נושאים_למבחן.md,.md,18213,,False,2375,1198,True,חוזר;חח;סדר;סימטרי;דוגמה;הפיכה;רפלקסיבי;שקילות;כללי;טיפים,פונקציות;יחסים_וסדר;קבוצות;לוגיקה_וכמתים;אינדוקציה;קומבינטוריקה
